Date,RSI_2,RSI_5,RSI_14,RSI_20
8/8/1994,87.73729919,68.33979018,50.87195889,48.95658747
8/9/1994,90.38395324,71.0569828,52.0341915,49.71018618
8/10/1994,35.18370298,47.39985217,46.34177473,46.23663901
8/11/1994,50.89326738,53.83985225,48.45170237,47.57970907
8/12/1994,18.7202038,31.77274068,40.40465526,42.33080385
8/15/1994,56.86762152,53.22845536,48.8877467,47.95375189
8/16/1994,38.26198986,42.22279005,44.22855234,44.78665624
8/17/1994,44.373757,45.2633154,45.47503399,45.63076339
8/18/1994,63.51599024,55.24867704,49.72850618,48.54900482
8/19/1994,79.03443978,65.94032739,55.10884826,52.39613776
8/22/1994,67.18923848,61.10007962,53.41633866,51.28359459
8/23/1994,34.78857425,44.76458577,47.00800901,46.9473119
8/24/1994,30.25994434,41.97815452,45.79025309,46.1004993
8/25/1994,53.13669653,51.10816639,49.30774595,48.53718452
8/26/1994,60.48235597,54.36359995,50.6050391,49.44378295
8/29/1994,40.00866911,46.31013762,47.75512028,47.53025984
8/30/1994,22.10824838,36.08200006,43.56356104,44.63781845
8/31/1994,57.70761531,52.02848252,49.51793011,48.74548792
9/1/1994,52.37068777,49.81173807,48.69960519,48.18744645
9/2/1994,33.14357887,41.03762742,45.34226842,45.88112138
9/6/1994,50.37313164,47.97091215,47.77423534,47.54307501
9/7/1994,57.21666002,50.84122747,48.78454286,48.23377453
9/8/1994,60.61145217,52.16081196,49.22306072,48.53026879
9/9/1994,90.15131629,73.59492082,58.75749671,55.30400443
9/12/1994,94.51204901,80.86271555,63.88906287,59.27872391
9/13/1994,80.15614363,74.24952077,61.67200297,57.82277109
9/14/1994,48.71074475,58.09539039,55.79437345,53.8853984
9/15/1994,23.79500431,39.66730175,47.21536347,47.80357559
9/16/1994,51.87158858,53.20927848,53.09116473,52.11803498
9/19/1994,58.37306567,56.5190294,54.6207225,53.26436226
9/20/1994,80.01861969,70.09137081,61.7624873,58.80108965
9/21/1994,80.45726755,70.41032055,61.94713494,58.94804092
9/22/1994,53.85580279,59.07131694,57.48575862,55.81258765
9/23/1994,69.8207791,66.06620773,60.71888985,58.29696003
9/26/1994,70.53750523,66.38931967,60.86834868,58.41204439
9/27/1994,46.69492111,57.04649842,57.50805724,56.08280159
9/28/1994,22.91639308,42.3948024,51.29841203,51.65650146
9/29/1994,52.56294222,53.99563198,55.50971358,54.72620994
9/30/1994,62.00138495,58.3312254,57.21635931,55.98958703
10/3/1994,82.04891468,70.72139802,62.91914935,60.33814048
10/4/1994,90.20304155,78.71073023,67.76143506,64.24005176
10/5/1994,63.82507834,65.66803614,62.46062593,60.45232604
10/6/1994,69.59281933,68.38639561,63.77362942,61.48348862
10/7/1994,35.03222978,49.13047136,55.23513245,55.24457354
10/10/1994,31.47928179,46.73770996,54.06013557,54.36690497
